standardise name,family
acacia concinna,Fabaceae
acacia kekapur,Fabaceae
acanthus ebracteatus,Acanthaceae
acanthus ilicifolius,Acanthaceae
acanthus volubilis,Acanthaceae
acer laurinum,Sapindaceae
acriopsis liliifolia,Orchidaceae
acriopsis ridleyi,Orchidaceae
acrostichum aureum,Pteridaceae
acrostichum speciosum,Pteridaceae
actephila excelsa var. javanica,Phyllanthaceae
actinodaphne glomerata,Lauraceae
actinodaphne macrophylla,Lauraceae
actinodaphne malaccensis,Lauraceae
actinodaphne pruinosa,Lauraceae
actinoscirpus grossus,Cyperaceae
adenanthera malayana,Fabaceae
adenia cordifolia,Passifloraceae
adenia macrophylla var. singaporeana,Passifloraceae
adenoncos major,Orchidaceae
adenoncos sumatrana,Orchidaceae
adenosma javanicum,Plantaginaceae
adiantum flabellulatum,Adiantaceae
adiantum hispidulum,Adiantaceae
adiantum stenochlamys,Adiantaceae
adinandra acuminata,Pentaphylacaceae
adinandra dumosa,Pentaphylacaceae
adinandra integerrima,Pentaphylacaceae
aegiceras corniculatum,Myrsinaceae
aeschynanthus albidus,Gesneriaceae
aeschynanthus parvifolius,Gesneriaceae
aeschynanthus radicans,Gesneriaceae
aeschynanthus wallichii,Gesneriaceae
aganope heptaphylla,Fabaceae
aganope thyrsiflora,Fabaceae
agapetes leptantha,Ericaceae
agelaea borneensis,Connaraceae
agelaea macrophylla,Connaraceae
aglaia crassinervia,Meliaceae
aglaia cucullata,Meliaceae
aglaia edulis,Meliaceae
aglaia elliptica,Meliaceae
aglaia erythrosperma,Meliaceae
aglaia exstipulata,Meliaceae
aglaia lawii subsp. oligocarpa,Meliaceae
aglaia leptantha,Meliaceae
aglaia macrocarpa,Meliaceae
aglaia meliosmoides,Meliaceae
aglaia multinervis,Meliaceae
aglaia odoratissima,Meliaceae
aglaia oligophylla,Meliaceae
aglaia palembanica,Meliaceae
aglaia rubiginosa,Meliaceae
aglaia rufinervis,Meliaceae
aglaia teysmanniana,Meliaceae
aglaia tomentosa subsp. cordata,Meliaceae
aglaomorpha speciosa,Polypodiaceae
aglaonema nebulosum,Araceae
aglaonema nitidum,Araceae
aglaonema simplex,Araceae
agrostistachys borneensis,Euphorbiaceae
agrostistachys gaudichaudii,Euphorbiaceae
agrostistachys sessilifolia,Euphorbiaceae
agrostophyllum majus,Orchidaceae
agrostophyllum stipulatum,Orchidaceae
aidia auriculata,Rubiaceae
aidia densiflora,Rubiaceae
ailanthus integrifolia,Simaroubaceae
alangium javanicum,Cornaceae
alangium longiflorum,Cornaceae
alangium nobile,Cornaceae
alangium ridleyi,Cornaceae
alangium salviifolium,Cornaceae
alangium uniloculare,Cornaceae
albertisia crassa,Menispermaceae
albizia pedicellata,Fabaceae
albizia retusa,Fabaceae
albizia splendens,Fabaceae
alchornea rugosa,Euphorbiaceae
alchornea villosa,Euphorbiaceae
allantodia aspera,Woodsiaceae
allmania nodiflora,Amaranthaceae
allophylus cobbe,Sapindaceae
alocasia longiloba,Araceae
alphonsea johorensis,Annonaceae
alphonsea maingayi,Annonaceae
alpinia aquatica,Zingiberaceae
alpinia conchigera,Zingiberaceae
alpinia rafflesiana,Zingiberaceae
alseodaphne bancana,Lauraceae
alseodaphne nigrescens,Lauraceae
alseodaphne oblanceolata,Lauraceae
alstonia angustifolia,Apocynaceae
alstonia angustiloba,Apocynaceae
alstonia pneumatophora,Apocynaceae
alstonia spatulata,Apocynaceae
alyxia reinwardtii,Apocynaceae
amischotolype gracilis,Commelinaceae
amischotolype mollissima,Commelinaceae
amomum hastilabium,Zingiberaceae
amomum xanthophlebium,Zingiberaceae
amorphophallus prainii,Araceae
ampelocissus ascendiflora,Vitaceae
ampelocissus elegans,Vitaceae
ampelocissus gracilis,Vitaceae
ampelocissus polystachya,Vitaceae
ampelocissus thyrsiflora,Vitaceae
amphineuron opulentum,Thelypteridaceae
amydrium medium,Araceae
amylotheca duthieana,Loranthaceae
anacolosa frutescens,Olacaceae
anadendrum microstachyum,Araceae
anaxagorea javanica,Annonaceae
ancistrocladus tectorius,Ancistrocladaceae
angiopteris evecta,Marattiaceae
anisophyllea disticha,Anisophyllaceae
anisophyllea griffithii,Anisophyllaceae
anisoptera costata,Dipterocarpaceae
anisoptera laevis,Dipterocarpaceae
anisoptera megistocarpa,Dipterocarpaceae
anodendron candolleanum,Apocynaceae
anoectochilus geniculatus,Orchidaceae
antiaris toxicaria,Moraceae
antidesma coriaceum,Phyllanthaceae
antidesma cuspidatum,Phyllanthaceae
antidesma neurocarpum,Phyllanthaceae
antidesma velutinosum,Phyllanthaceae
antrophyum callifolium,Vittariaceae
antrophyum parvulum,Vittariaceae
aphanamixis polystachya,Meliaceae
aphyllorchis pallida,Orchidaceae
aporosa benthamiana,Phyllanthaceae
aporosa confusa,Phyllanthaceae
aporosa falcifera,Phyllanthaceae
aporosa frutescens,Phyllanthaceae
aporosa globifera,Phyllanthaceae
aporosa lucida,Phyllanthaceae
aporosa lunata,Phyllanthaceae
aporosa maingayi,Phyllanthaceae
aporosa nervosa,Phyllanthaceae
aporosa nigricans,Phyllanthaceae
aporosa prainiana,Phyllanthaceae
aporosa subcaudata,Phyllanthaceae
aporosa symplocoides,Phyllanthaceae
apostasia nuda,Orchidaceae
appendicula anceps,Orchidaceae
appendicula cornuta,Orchidaceae
appendicula lucida,Orchidaceae
appendicula uncata,Orchidaceae
aquilaria hirta,Thymelaeaceae
aquilaria malaccensis,Thymelaeaceae
aquilaria microcarpa,Thymelaeaceae
arachnis hookeriana,Orchidaceae
aralidium pinnatifidum,Torricelliaceae
archidendron clypearia,Fabaceae
archidendron contortum,Fabaceae
archidendron ellipticum,Fabaceae
archidendron globosum,Fabaceae
archidendron jiringa,Fabaceae
archidendron microcarpum,Fabaceae
ardisia crenata,Myrsinaceae
ardisia elliptica,Myrsinaceae
ardisia eximia,Myrsinaceae
ardisia miqueliana,Myrsinaceae
ardisia purpurea,Myrsinaceae
ardisia ridleyi,Myrsinaceae
ardisia sanguinolenta,Myrsinaceae
ardisia singaporensis,Myrsinaceae
ardisia teysmanniana,Myrsinaceae
ardisia tuberculata,Myrsinaceae
ardisia villosa,Myrsinaceae
argyreia ridleyi,Convolvulaceae
aristolochia jackii,Aristolochiaceae
artabotrys costatus,Annonaceae
artabotrys crassifolius,Annonaceae
artabotrys maingayi,Annonaceae
artabotrys suaveolens,Annonaceae
artabotrys wrayi,Annonaceae
arthrophyllum diversifolium,Araliaceae
artocarpus anisophyllus,Moraceae
artocarpus elasticus,Moraceae
artocarpus fulvicortex,Moraceae
artocarpus gomezianus,Moraceae
artocarpus hispidus,Moraceae
artocarpus kemando,Moraceae
artocarpus lacucha,Moraceae
artocarpus lanceifolius,Moraceae
artocarpus lowii,Moraceae
artocarpus nitidus subsp. griffithii,Moraceae
artocarpus rigidus,Moraceae
arundina graminifolia,Orchidaceae
arytera littoralis,Sapindaceae
aspidopterys concava,Malpighiaceae
asplenium batuense,Aspleniaceae
asplenium longissimum,Aspleniaceae
asplenium macrophyllum,Aspleniaceae
asplenium nidus,Aspleniaceae
asplenium nitidum,Aspleniaceae
asplenium phyllitidis,Aspleniaceae
asplenium tenerum,Aspleniaceae
athyrium accedens,Woodsiaceae
athyrium bantamense,Woodsiaceae
austrobuxus nitidus,Picrodendraceae
avicennia alba,Acanthaceae
avicennia marina,Acanthaceae
avicennia officinalis,Acanthaceae
avicennia rumphiana,Acanthaceae
baccaurea bracteata,Phyllanthaceae
baccaurea brevipes,Phyllanthaceae
baccaurea macrocarpa,Phyllanthaceae
baccaurea macrophylla,Phyllanthaceae
baccaurea maingayi,Phyllanthaceae
baccaurea minor,Phyllanthaceae
baccaurea motleyana,Phyllanthaceae
baccaurea parviflora,Phyllanthaceae
baccaurea polyneura,Phyllanthaceae
baccaurea pyriformis,Phyllanthaceae
baccaurea racemosa,Phyllanthaceae
baccaurea reticulata,Phyllanthaceae
baccaurea sumatrana,Phyllanthaceae
baratranthus axanthus,Loranthaceae
barringtonia asiatica,Lecythidaceae
barringtonia conoidea,Lecythidaceae
barringtonia macrostachya,Lecythidaceae
barringtonia racemosa,Lecythidaceae
barringtonia reticulata,Lecythidaceae
bauhinia audax,Fabaceae
bauhinia semibifida,Fabaceae
beilschmiedia kunstleri,Lauraceae
beilschmiedia madang,Lauraceae
beilschmiedia tonkinensis,Lauraceae
benstonea affinis,Pandanaceae
benstonea atrocarpa,Pandanaceae
benstonea ornata,Pandanaceae
benstonea parva,Pandanaceae
bhesa paniculata,Celastraceae
bhesa robusta,Celastraceae
biermannia laciniata,Orchidaceae
blechnum finlaysonianum,Blechnaceae
blechnum orientale,Blechnaceae
blechnum serrulatum,Blechnaceae
blumea riparia,Asteraceae
blumeodendron tokbrai,Euphorbiaceae
bolbitis appendiculata,Lomariopsidaceae
bolbitis heteroclita,Lomariopsidaceae
bolbitis sinuata,Lomariopsidaceae
bolbitis x singaporensis,Dryopteridaceae
bouea macrophylla,Anacardiaceae
bouea oppositifolia,Anacardiaceae
brackenridgea elegantissima,Ochnaceae
brackenridgea palustris,Ochnaceae
breynia coronata,Phyllanthaceae
breynia discigera,Phyllanthaceae
breynia racemosa,Phyllanthaceae
breynia vitis-idaea,Phyllanthaceae
bridelia cinnamomea,Phyllanthaceae
bridelia pustulata,Phyllanthaceae
bridelia stipularis,Phyllanthaceae
bridelia tomentosa,Phyllanthaceae
bromheadia alticola,Orchidaceae
bromheadia borneensis,Orchidaceae
bromheadia finlaysoniana,Orchidaceae
bromheadia scirpoidea,Orchidaceae
bromheadia truncata,Orchidaceae
brownlowia argentata,Malvaceae
brownlowia tersa,Malvaceae
brucea javanica,Simaroubaceae
bruguiera cylindrica,Rhizophoraceae
bruguiera gymnorhiza,Rhizophoraceae
bruguiera hainesii,Rhizophoraceae
bruguiera parviflora,Rhizophoraceae
bruguiera sexangula,Rhizophoraceae
bryobium hyacinthoides,Orchidaceae
bryobium pudicum,Orchidaceae
buchanania arborescens,Anacardiaceae
buchanania sessilifolia,Anacardiaceae
bulbophyllum acuminatum,Orchidaceae
bulbophyllum apodum,Orchidaceae
bulbophyllum botryophorum,Orchidaceae
bulbophyllum caudatisepalum,Orchidaceae
bulbophyllum clandestinum,Orchidaceae
bulbophyllum concinnum,Orchidaceae
bulbophyllum dischidiifolium,Orchidaceae
bulbophyllum flabellum-veneris,Orchidaceae
bulbophyllum gracillimum,Orchidaceae
bulbophyllum limbatum,Orchidaceae
bulbophyllum lobbii,Orchidaceae
bulbophyllum macranthum,Orchidaceae
bulbophyllum macrochilum,Orchidaceae
bulbophyllum makoyanum,Orchidaceae
bulbophyllum maxillare,Orchidaceae
bulbophyllum medusae,Orchidaceae
bulbophyllum membranaceum,Orchidaceae
bulbophyllum ovalifolium,Orchidaceae
bulbophyllum patens,Orchidaceae
bulbophyllum pileatum,Orchidaceae
bulbophyllum praetervisum,Orchidaceae
bulbophyllum pulchellum,Orchidaceae
bulbophyllum purpurascens,Orchidaceae
bulbophyllum restrepia,Orchidaceae
bulbophyllum rugosum,Orchidaceae
bulbophyllum singaporeanum,Orchidaceae
bulbophyllum striatellum,Orchidaceae
bulbophyllum tenuifolium,Orchidaceae
bulbophyllum trifolium,Orchidaceae
bulbophyllum vaginatum,Orchidaceae
bulbophyllum vermiculare,Orchidaceae
bulbophyllum vesiculosum,Orchidaceae
bulbostylis barbata,Cyperaceae
bulbostylis puberula,Cyperaceae
burmannia championii,Burmanniaceae
burmannia coelestis,Burmanniaceae
burmannia wallichii,Burmanniaceae
byttneria maingayi,Malvaceae
caesalpinia bonduc,Fabaceae
caesalpinia crista,Fabaceae
caesalpinia sumatrana,Fabaceae
calamus densiflorus,Arecaceae
calamus diepenhorstii,Arecaceae
calamus erinaceus,Arecaceae
calamus insignis,Arecaceae
calamus javensis,Arecaceae
calamus laevigatus,Arecaceae
calamus lobbianus,Arecaceae
calamus luridus,Arecaceae
calamus ornatus,Arecaceae
calamus oxleyanus,Arecaceae
calamus ridleyanus,Arecaceae
calanthe pulchra,Orchidaceae
callerya dasyphylla,Fabaceae
callerya eriantha,Fabaceae
callicarpa longifolia,Lamiaceae
callostylis pulchella,Orchidaceae
calophyllum biflorum,Calophyllaceae
calophyllum dispar,Calophyllaceae
calophyllum ferrugineum,Calophyllaceae
calophyllum inophyllum,Calophyllaceae
calophyllum lanigerum var. austrocoriaceum,Calophyllaceae
calophyllum macrocarpum,Calophyllaceae
calophyllum pulcherrimum,Calophyllaceae
calophyllum rigidum,Calophyllaceae
calophyllum rubiginosum,Calophyllaceae
calophyllum rufigemmatum,Calophyllaceae
calophyllum soulattri,Calophyllaceae
calophyllum sundaicum,Calophyllaceae
calophyllum tetrapterum,Calophyllaceae
calophyllum teysmannii,Calophyllaceae
calophyllum wallichianum var. incrassatum,Calophyllaceae
campnosperma auriculatum,Anacardiaceae
campnosperma squamatum,Anacardiaceae
campylospermum serratum,Ochnaceae
canarium grandifolium,Burseraceae
canarium littorale,Burseraceae
canarium patentinervium,Burseraceae
canarium pilosum,Burseraceae
canavalia cathartica,Fabaceae
canavalia rosea,Fabaceae
cansjera rheedii,Opiliaceae
canthium confertum,Rubiaceae
canthium glabrum,Rubiaceae
canthium horridum,Rubiaceae
canthium molle,Rubiaceae
capparis micracantha subsp. korthalsiana,Capparaceae
carallia brachiata,Rhizophoraceae
carex cryptostachys,Cyperaceae
caryota mitis,Arecaceae
casearia capitellata,Salicaceae
casearia clarkei,Salicaceae
casearia lobbiana,Salicaceae
cassine viburnifolia,Celastraceae
cassytha filiformis,Lauraceae
castanopsis inermis,Fagaceae
castanopsis lucida,Fagaceae
castanopsis malaccensis,Fagaceae
castanopsis megacarpa,Fagaceae
castanopsis nephelioides,Fagaceae
castanopsis schefferiana,Fagaceae
castanopsis wallichii,Fagaceae
casuarina equisetifolia,Casuarinaceae
cayratia japonica,Vitaceae
cayratia mollissima,Vitaceae
cayratia novemfolia,Vitaceae
cayratia trifolia,Vitaceae
celastrus monospermoides,Celastraceae
centella asiatica,Apiaceae
centotheca lappacea,Poaceae
cephalomanes javanicum,Hymenophyllaceae
cephalomanes obscurum,Hymenophyllaceae
cephalomanes singaporeanum,Hymenophyllaceae
cephalomanes superbum,Hymenophyllaceae
cerbera manghas,Apocynaceae
cerbera odollam,Apocynaceae
ceriops tagal,Rhizophoraceae
ceriops zippeliana,Rhizophoraceae
champereia manillana,Opiliaceae
chassalia angustifolia,Rubiaceae
chassalia chartacea,Rubiaceae
chassalia curviflora,Rubiaceae
chassalia griffithii,Rubiaceae
chassalia singapurensis,Rubiaceae
cheilanthes tenuifolia,Adiantaceae
cheilocostus speciosus,Costaceae
cheilosa montana,Euphorbiaceae
chionanthus macrocarpus,Oleaceae
chionanthus ramiflorus,Oleaceae
chisocheton erythrocarpus,Meliaceae
chisocheton macrophyllus,Meliaceae
chisocheton patens,Meliaceae
chisocheton pentandrus subsp. paucijugus,Meliaceae
chisocheton sarawakanus,Meliaceae
chloranthus erectus,Chloranthaceae
chonemorpha fragrans,Apocynaceae
christella arida,Thelypteridaceae
christella subpubescens,Thelypteridaceae
chrysophyllum roxburghii,Sapotaceae
chrysopogon aciculatus,Poaceae
cinnamomum iners,Lauraceae
cinnamomum javanicum,Lauraceae
cinnamomum subavenium,Lauraceae
cissus hastata,Vitaceae
cissus nodosa,Vitaceae
cissus repens,Vitaceae
cissus rostrata,Vitaceae
claderia viridiflora,Orchidaceae
claoxylon indicum,Euphorbiaceae
claoxylon longifolium,Euphorbiaceae
clausena excavata,Rutaceae
cleisostoma halophilum,Orchidaceae
cleisostoma scortechinii,Orchidaceae
cleisostoma subulatum,Orchidaceae
cleistanthus hirsutulus,Phyllanthaceae
cleistanthus macrophyllus,Phyllanthaceae
cleistanthus malaccensis,Phyllanthaceae
cleistanthus oblongifolius,Phyllanthaceae
cleistanthus sumatranus,Phyllanthaceae
clerodendrum deflexum,Lamiaceae
clerodendrum disparifolium,Lamiaceae
clerodendrum inerme,Lamiaceae
clerodendrum myrmecophilum,Lamiaceae
clerodendrum nutans,Lamiaceae
clerodendrum phyllomega,Lamiaceae
clerodendrum speciosissimum,Lamiaceae
clerodendrum villosum,Lamiaceae
cnestis palala,Connaraceae
cocculus orbiculatus,Menispermaceae
codonoboea crinita,Gesneriaceae
codonoboea puncticulata,Gesneriaceae
coelogyne mayeriana,Orchidaceae
coelogyne rochussenii,Orchidaceae
coelogyne septemcostata,Orchidaceae
coelogyne testacea,Orchidaceae
coelogyne tomentosa,Orchidaceae
coelospermum truncatum,Rubiaceae
coelostegia griffithii,Malvaceae
colubrina asiatica,Rhamnaceae
combretum sundaicum,Combretaceae
combretum tetralophum,Combretaceae
commelina attenuata,Commelinaceae
commersonia bartramia,Malvaceae
connarus ferrugineus,Connaraceae
connarus grandis,Connaraceae
connarus monocarpus subsp. malayensis,Connaraceae
connarus planchonianus,Connaraceae
connarus semidecandrus,Connaraceae
coptosapelta flavescens,Rubiaceae
coptosapelta griffithii,Rubiaceae
coptosapelta parviflora,Rubiaceae
cordia dichotoma,Boraginaceae
cordia subcordata,Boraginaceae
cordiglottis filiformis,Orchidaceae
corymborkis veratrifolia,Orchidaceae
coscinium fenestratum,Menispermaceae
cotylelobium lanceolatum,Dipterocarpaceae
cotylelobium melanoxylon,Dipterocarpaceae
cratoxylum arborescens,Hypericaceae
cratoxylum cochinchinense,Hypericaceae
cratoxylum formosum,Hypericaceae
cratoxylum maingayi,Hypericaceae
crepidium micranthum,Orchidaceae
crepidomanes christii,Hymenophyllaceae
crepidomanes humile,Hymenophyllaceae
crepidomanes minutum,Hymenophyllaceae
crepidomanes pallidum,Hymenophyllaceae
crinum asiaticum,Amaryllidaceae
croton argyratus,Euphorbiaceae
croton caudatus,Euphorbiaceae
croton griffithii,Euphorbiaceae
croton heterocarpus,Euphorbiaceae
croton oblongus,Euphorbiaceae
crypteronia griffithii,Crypteroniaceae
cryptocarya caesia,Lauraceae
cryptocarya ferrea,Lauraceae
cryptocarya griffithiana,Lauraceae
cryptocarya impressa,Lauraceae
cryptocarya kurzii,Lauraceae
cryptocarya nitens,Lauraceae
cryptocarya rugulosa,Lauraceae
cryptocoryne ciliata,Araceae
cryptocoryne griffithii,Araceae
cryptostylis arachnites,Orchidaceae
ctenolophon parvifolius,Ctenolophonaceae
ctenopterella blechnoides,Polypodiaceae
cyathea contaminans,Cyatheaceae
cyathea glabra,Cyatheaceae
cyathea latebrosa,Cyatheaceae
cyathea squamulata,Cyatheaceae
cyathea trichodesma,Cyatheaceae
cyathocalyx ramuliflorus,Annonaceae
cyathocalyx ridleyi,Annonaceae
cyathocalyx sumatranus,Annonaceae
cyathostemma viridiflorum,Annonaceae
cyathula prostrata,Amaranthaceae
cycas edentata,Cycadaceae
cyclea laxiflora,Menispermaceae
cyclosorus interruptus,Thelypteridaceae
cymbidium bicolor subsp. pubescens,Orchidaceae
cymbidium finlaysonianum,Orchidaceae
cymodocea rotundata,Cymodoceaceae
cymodocea serrulata,Cymodoceaceae
cynanchum ovalifolium,Apocynaceae
cynodon dactylon,Poaceae
cynometra ramiflora,Fabaceae
cyperus compactus,Cyperaceae
cyperus digitatus,Cyperaceae
cyperus dubius,Cyperaceae
cyperus javanicus,Cyperaceae
cyperus malaccensis,Cyperaceae
cyperus procerus,Cyperaceae
cyperus radians,Cyperaceae
cyperus stoloniferus,Cyperaceae
cyperus tenuiculmis,Cyperaceae
cyrtandra pendula,Gesneriaceae
cyrtococcum patens var. latifolium,Poaceae
cyrtosperma merkusii,Araceae
cyrtostachys renda,Arecaceae
cystorchis variegata,Orchidaceae
dacryodes costata,Burseraceae
dacryodes incurvata,Burseraceae
dacryodes laxa,Burseraceae
dacryodes longifolia,Burseraceae
dacryodes puberula,Burseraceae
dacryodes rostrata,Burseraceae
dacryodes rugosa,Burseraceae
dactyloctenium aegyptium,Poaceae
daemonorops angustifolia,Arecaceae
daemonorops didymophylla,Arecaceae
daemonorops geniculata,Arecaceae
daemonorops grandis,Arecaceae
daemonorops hirsuta,Arecaceae
daemonorops kunstleri,Arecaceae
daemonorops leptopus,Arecaceae
daemonorops lewisiana,Arecaceae
daemonorops longipes,Arecaceae
daemonorops micracantha,Arecaceae
daemonorops periacantha,Arecaceae
daemonorops sabut,Arecaceae
dalbergia candenatensis,Fabaceae
dalbergia havilandii,Fabaceae
dalbergia hullettii,Fabaceae
dalbergia junghuhnii,Fabaceae
dalbergia parviflora,Fabaceae
dalbergia rostrata,Fabaceae
dalbergia velutina,Fabaceae
dapania racemosa,Oxalidaceae
daphniphyllum laurinum,Daphniphyllaceae
davallia angustata,Davalliaceae
davallia denticulata,Davalliaceae
davallia heterophylla,Davalliaceae
davallia parvula,Davalliaceae
davallia pectinata,Davalliaceae
davallia repens,Davalliaceae
davallia solida,Davalliaceae
davallia triphylla,Davalliaceae
decaspermum fruticosum,Myrtaceae
dehaasia incrassata,Lauraceae
dendrobium acerosum,Orchidaceae
dendrobium acutilingue,Orchidaceae
dendrobium aloifolium,Orchidaceae
dendrobium bancanum,Orchidaceae
dendrobium bifarium,Orchidaceae
dendrobium comatum,Orchidaceae
dendrobium crumenatum,Orchidaceae
dendrobium flexile,Orchidaceae
dendrobium fugax,Orchidaceae
dendrobium grande,Orchidaceae
dendrobium hendersonii,Orchidaceae
dendrobium indivisum,Orchidaceae
dendrobium indragiriense,Orchidaceae
dendrobium laciniosum,Orchidaceae
dendrobium lamellatum,Orchidaceae
dendrobium leonis,Orchidaceae
dendrobium lobatum,Orchidaceae
dendrobium lobbii,Orchidaceae
dendrobium microglaphys,Orchidaceae
dendrobium pachyphyllum,Orchidaceae
dendrobium pandaneti,Orchidaceae
dendrobium pensile,Orchidaceae
dendrobium planibulbe,Orchidaceae
dendrobium plicatile,Orchidaceae
dendrobium prostratum,Orchidaceae
dendrobium pulchellum,Orchidaceae
dendrobium revolutum,Orchidaceae
dendrobium salaccense,Orchidaceae
dendrobium secundum,Orchidaceae
dendrobium setifolium,Orchidaceae
dendrobium singaporense,Orchidaceae
dendrobium spurium,Orchidaceae
dendrobium stuposum,Orchidaceae
dendrobium subulatum,Orchidaceae
dendrobium villosulum,Orchidaceae
dendrobium xantholeucum,Orchidaceae
dendrochilum longifolium,Orchidaceae
dendrochilum pallidiflavens,Orchidaceae
dendrokingstonia nervosa,Annonaceae
dendrolobium umbellatum,Fabaceae
dendrophthoe pentandra,Loranthaceae
dendrotrophe buxifolia,Santalaceae
dendrotrophe varians,Santalaceae
deplanchea bancana,Bignoniaceae
derris maingayana,Fabaceae
derris scandens,Fabaceae
derris trifoliata,Fabaceae
desmos dasymaschalus,Annonaceae
desmos dumosus,Annonaceae
desmos dunalii,Annonaceae
dialium indum,Fabaceae
dialium platysepalum,Fabaceae
dianella ensifolia,Hemerocallidaceae
dichapetalum sordidum,Dichapetalaceae
dicranopteris curranii,Gleicheniaceae
dicranopteris linearis,Gleicheniaceae
didymocarpus platypus,Gesneriaceae
didymoplexiella ornata,Orchidaceae
didymoplexis pallens,Orchidaceae
dienia ophrydis,Orchidaceae
digitaria bicornis,Poaceae
digitaria fuscescens,Poaceae
digitaria longiflora,Poaceae
digitaria mollicoma,Poaceae
dillenia excelsa,Dilleniaceae
dillenia grandifolia,Dilleniaceae
dillenia indica,Dilleniaceae
dillenia pulchella,Dilleniaceae
dillenia suffruticosa,Dilleniaceae
dilochia wallichii,Orchidaceae
dimeria ornithopoda,Poaceae
dioscorea glabra,Dioscoreaceae
dioscorea hispida,Dioscoreaceae
dioscorea laurifolia,Dioscoreaceae
dioscorea orbiculata var. tenuifolia,Dioscoreaceae
dioscorea polyclados,Dioscoreaceae
dioscorea prainiana,Dioscoreaceae
dioscorea pyrifolia,Dioscoreaceae
dioscorea stenomeriflora,Dioscoreaceae
dioscorea tenuifolia,Dioscoreaceae
diospyros apiculata,Ebenaceae
diospyros argentea,Ebenaceae
diospyros buxifolia,Ebenaceae
diospyros confusa,Ebenaceae
diospyros coriacea,Ebenaceae
diospyros diepenhorstii,Ebenaceae
diospyros ferrea,Ebenaceae
diospyros lanceifolia,Ebenaceae
diospyros maingayi,Ebenaceae
diospyros oblonga,Ebenaceae
diospyros siamang,Ebenaceae
diospyros styraciformis,Ebenaceae
diospyros sumatrana,Ebenaceae
diospyros venosa,Ebenaceae
diplazium cordifolium,Woodsiaceae
diplazium crenato-serratum,Woodsiaceae
diplazium esculentum,Woodsiaceae
diplazium kunstleri,Woodsiaceae
diplazium malaccense,Woodsiaceae
diplazium prescottianum,Woodsiaceae
diplazium riparium,Woodsiaceae
diplazium sorzogonense,Woodsiaceae
diplazium tomentosum,Woodsiaceae
diplectria divaricata,Melastomataceae
diplectria stipularis,Melastomataceae
diplectria viminalis,Melastomataceae
diplospora malaccensis,Rubiaceae
dipodium paludosum,Orchidaceae
dipodium scandens,Orchidaceae
