standard name,Solow p-value
dischidia albiflora,0.04601754375956553
dischidia bengalensis,0.0761242936976234
dischidia cochleata,0.0031304412986451697
dischidia hirsuta,0.9913609894747775
dischidia major,0.5089533909412554
dischidia nummularia,0.7496213547237444
dissochaeta annulata,0.8455233738591565
dissochaeta celebica,0.9832627457138279
dissochaeta gracilis,0.5692732456069477
dissochaeta pallida,0.8683687257399215
dissochaeta punctulata,0.6094550599287862
dolichandrone spathacea,0.5127410043642315
donax canniformis,0.5929445341879207
dracaena brachystachys,0.9607750609176225
dracaena cantleyi,0.45976692652700407
dracaena elliptica,0.6237810940524197
dracaena granulata,0.01059801733839452
dracaena maingayi,0.17085791116469773
dracaena porteri,0.4999221548431269
dracaena singapurensis,0.8331255327281117
dracaena umbratica,0.9259038993187323
drynaria quercifolia,0.8717137237720481
drynaria sparsisora,0.7029277034120586
drypetes crassipes,0.8819212670525471
drypetes pendula,0.5187671121944327
durio griffithii,0.6301664913261598
durio singaporensis,0.42348391183173356
dyera costulata,0.09679429656571784
dysoxylum acutangulum,0.8887058765428876
dysoxylum alliaceum,0.6030793008320317
dysoxylum carolinae,0.012558485972028953
dysoxylum cauliflorum,0.4300662063843852
dysoxylum cyrtobotryum,0.3255654576106767
dysoxylum densiflorum,0.6039641805386341
dysoxylum excelsum,0.7116935180420935
dysoxylum flavescens,0.29703219906174466
dysoxylum grande,0.7966494783429656
elaeocarpus acmosepalus,0.975770694005355
elaeocarpus ferrugineus,0.30377904834794334
elaeocarpus floribundus,0.40657587880966817
elaeocarpus griffithii,0.9795476269794974
elaeocarpus macrocerus,0.36465681389933974
elaeocarpus mastersii,0.2902057777128858
elaeocarpus nitidus,0.5565604449239347
elaeocarpus obtusus subsp. apiculatus,0.5022819968254988
elaeocarpus palembanicus,0.8511395745924071
elaeocarpus pedunculatus,0.028519439456700043
elaeocarpus petiolatus,0.9453594777204692
elaeocarpus polystachyus,0.15389513894378717
elaeocarpus salicifolius,0.9772782148110589
elaeocarpus stipularis,0.1443878857421047
elaphoglossum amblyphyllum,0.10472470606467826
eleiodoxa conferta,0.91248120720903
eleocharis dulcis,0.14843121776945764
elettariopsis curtisii,0.07372919641080476
ellipanthus tomentosus,0.859461747888526
ellipeia cuneifolia,0.9133057303466309
elytranthe arnottiana,0.225031507539319
embelia canescens,0.5652324681296007
embelia lampanii,0.007671466956448492
embelia ribes,0.20805024772700964
endiandra maingayi,0.8608052103065804
endocomia canarioides,0.829017222735714
endospermum diadenum,0.5347295601916826
engelhardtia serrata,0.12026321226298421
enhalus acoroides,1
enkleia malaccensis,0.6002379562055407
entada rheedii,0.7046160619214746
entada spiralis,1
epipremnum giganteum,0.8817444330137015
epipremnum pinnatum,0.9936618883328636
eragrostis atrovirens,0.6618655661276319
eragrostis cumingii,0.2174103856099508
eragrostis montana,0.9350831843750737
eragrostis unioloides,0.812202024508693
eria javanica,0.049364247053156875
eria longirepens,0.019225359428692492
eria neglecta,0.019225359428692492
eria nutans,0.011752740050575892
eria robusta,0.014463240223811596
eriachne pallescens,0.16315958555016363
eriocaulon truncatum,0.98584851292754
eriocaulon wildenovianum,0.11151095148090401
erycibe festiva,0.8961990269873253
erycibe leucoxyloides,0.3737883493510981
erycibe maingayi,0.01099923903033488
erycibe malaccensis,0.6791862881709659
erycibe tomentosa,0.6690982875858171
erythropalum scandens,0.9684404431616479
erythroxylum cuneatum,0.07393041734772607
etlingera maingayi,0.5294598394296866
etlingera punicea,0.5551334826472433
eulophia spectabilis,0.714909775742171
euonymus javanicus,0.3520815822636838
euphorbia atoto,0.18245623293021565
eurya acuminata,0.7517339320449646
eurycoma longifolia,1
eustachys tenera,0.3306200215431061
euthemis leucocarpa,0.19408817754673208
evolvulus alsinoides,0.019225359428692492
excoecaria agallocha,0.011141482476163578
fagraea auriculata,0.9779918036521361
fagraea fragrans,1
fagraea ridleyi,0.0006026488013335906
fagraea splendens,0.9230348502105706
fernandoa adenophylla,0.7120990116254702
fibraurea tinctoria,0.07869549686681969
ficus annulata,0.0633757942062405
ficus apiocarpa,0.6262585698167985
ficus aurata,0.1954027234468784
ficus binnendijkii,0.9244985294680645
ficus botryocarpa,0.018862156495088638
ficus bracteata,0.02403829521960589
ficus caulocarpa,0.3042397841350051
ficus chartacea,0.9607613270266734
ficus consociata,0.252015497323528
ficus crassiramea,0.5282152107716033
ficus delosyce,0.9926083941762036
ficus deltoidea,0.2845008839374946
ficus dubia,0.0002788106847325388
ficus fistulosa,1
ficus glandulifera,0.8773584054549758
ficus globosa,0.7408925427917927
ficus grossularioides,0.43251789085212605
ficus heteropleura,0.05548190022671542
ficus kerkhovenii,0.2278739954225015
ficus laevis,0.3146722265159007
ficus lamponga,0.10241526314249506
ficus microcarpa,0.37833196107461914
ficus microsyce,0.8187855112521607
ficus obscura var. borneensis,0.9767677743230114
ficus pallescens,0.002526813798957368
ficus pellucidopunctata,0.9823093059735658
ficus pisocarpa,0.5750063984782073
ficus punctata,0.39209062751193313
ficus recurva var. ribesioides,0.8717137237720481
ficus retusa,0.7171414999849176
ficus sagittata,0.8142377111860086
ficus scortechinii,0.8310340680725642
ficus sinuata,0.8594280566794574
ficus subgelderi,0.05059790350867809
ficus sumatrana,0.003615346949816933
ficus sundaica,0.9317783597859587
ficus superba,1
ficus trichocarpa,0.5868220108068878
ficus variegata,0.37620311505095433
ficus vasculosa,0.585461960906496
ficus villosa,0.9746801094701657
ficus virens,0.3868608784411693
ficus xylophylla,0.01623433775057586
fimbristylis complanata,0.874380561701028
fimbristylis cymosa,0.9788480466854911
fimbristylis dura,0.5766970251539301
fimbristylis ferruginea,0.12023663275642207
fimbristylis leptoclada,0.0024621317321793356
fimbristylis nutans,0.09124809750496696
fimbristylis pauciflora,0.25023615461730553
finlaysonia obovata,0.8350946381806238
fissistigma fulgens,0.4842116250072884
fissistigma lanuginosum,0.5956966411164117
fissistigma latifolium var. ovoideum,0.4037520071674788
fissistigma manubriatum,0.6918408292511438
flacourtia rukam,0.9530361550708454
flagellaria indica,0.8056222689841477
floscopa scandens,0.14537705042951052
freycinetia angustifolia,0.882533791477054
freycinetia confusa,0.162036574422245
freycinetia javanica,0.9259038993187323
freycinetia sumatrana,0.9422573778653068
friesodielsia biglandulosa,0.5534963206360833
friesodielsia borneensis,0.9862855516151187
friesodielsia excisa,0.5343414543726068
friesodielsia glauca,0.98396365991147
friesodielsia latifolia,0.49714576103130326
gaertnera grisea,0.5656237886160413
gaertnera obesa,0.8232460735791062
gaertnera viminea,0.3038544531114742
gahnia tristis,0.8769571069609307
galearia fulva,0.9488214574646031
galearia maingayi,0.05904139270137263
galeola nudifolia,0.4894666150588991
garcinia atroviridis,0.7939631005734932
garcinia bancana,0.0020304144722381886
garcinia forbesii,0.775316334653629
garcinia griffithii,0.7444507985622438
garcinia hombroniana,0.145704408455702
garcinia maingayi,0.5164269073492407
garcinia nervosa,0.905277562519873
garcinia nigrolineata,0.44248412842084556
garcinia parvifolia,0.725892642378765
garcinia rostrata,0.2776857058795531
garcinia scortechinii,0.426561911754425
gardenia griffithii,0.004614629235247168
gardenia subcarinata,0.5673116263278917
gardenia tubifera,0.0037919242371583883
gastrodia javanica,0.8176185599910627
genianthus maingayi,0.0018056733089763706
geophila pilosa,0.18947072467822734
geophila repens,0.675162081977509
gironniera nervosa,0.7894906860496252
gironniera parvifolia,0.7348713922444384
gironniera subaequalis,0.3473217491496463
gleichenia truncata,1
globba leucantha,0.7691938807882746
globba pendula,0.021173198406844975
glochidion borneense,0.8885328840564232
glochidion littorale,0.5673116263278917
glochidion lutescens,0.9637353583993522
glochidion obscurum,1
glochidion rubrum,0.5937023241883235
glochidion sericeum,0.07935982307640918
glochidion singaporense,0.5269589223834749
glochidion superbum,0.9582137628113074
glochidion zeylanicum var. arborescens,0.12308986868423348
gluta wallichii,0.2816324330584459
glycosmis chlorosperma,0.7985763009743179
gmelina asiatica,0.2939198154276569
gmelina elliptica,0.899472880308232
gmelina philippensis,0.03084780960595247
gnetum gnemon,0.7727725974258747
gnetum gnemonoides,0.9849237869862788
gnetum latifolium var. funiculare,0.7050856409198129
gnetum macrostachyum,0.9767677743230114
gnetum microcarpum,0.8029884152474125
gomphandra quadrifida var. ovalifolia,0.6960186793798836
goniophlebium percussum,0.9105036948326996
goniothalamus macrophyllus,0.5858216415018455
goniothalamus malayanus,0.914099697562479
goniothalamus ridleyi,7.218162046803546e-05
goniothalamus tapis,0.8924989660006678
gonocaryum gracile,0.9779353639703922
gonystylus confusus,0.9689286989427501
gonystylus maingayi,0.03168798146264051
gordonia multinervis,0.723769813557044
gordonia penangensis,0.49266114473202216
gordonia singaporeana,0.27253781460633003
grammatophyllum speciosum,0.1935947510592509
grenacheria amentacea,0.22042464552108731
grewia laevigata,0.9641816623833238
guettarda speciosa,0.832719071162157
guioa pleuropteris,0.4727051144067191
guioa pubescens,0.3656464326904954
gymnacranthera bancana,0.034750160213967575
gymnacranthera farquhariana,0.3935911026001241
gymnacranthera forbesii,0.27422982892560505
gymnanthera oblonga,0.7783249487124515
gynochthodes coriacea,0.7846568399966231
gynochthodes sublanceolata,0.9398892244063218
gynotroches axillaris,0.9332954531681106
gynura procumbens,0.07602853163506457
halodule pinifolia,0.10882715339867026
halodule uninervis,0.43375417791939785
halophila beccarii,0.3580989476312393
halophila decipiens,0.9719025197217503
halophila minor,0.6436330324387468
halophila ovalis,1
halophila spinulosa,1
hancea penangensis,0.6868794378504434
hedyotis auricularia,0.013874621992053736
hedyotis capitellata,0.0493749289362051
hedyotis pinifolia,0.05182504289880907
helicia excelsa,0.7047436477287407
heritiera borneensis,0.48366335156348605
heritiera elata,0.678319665073618
heritiera littoralis,0.7118884914380832
heritiera simplicifolia,0.2960474434596029
hetaeria nitida,0.00028289842423339414
hetaeria obliqua,0.9378605343155543
heterogonium sagenioides,0.004454184186187112
heteropogon contortus,0.004771941808997928
hiptage sericea,0.006260967390486966
histiopteris incisa,0.3988549765123669
homalium grandiflorum,0.1411760779578861
homalomena deltoidea,0.8270103842041447
homalomena griffithii,0.0180160934247771
homalomena humilis var. pumila,0.006871540279770498
homalomena rostrata,0.01626098434540608
hopea ferruginea,0.19297294518873057
hopea griffithii,0.492108682273271
hopea mengarawan,0.47180336214174107
hopea sangal,0.6257615619643317
hornstedtia conica,0.5502870125304962
hornstedtia leonurus,0.6354148307739431
hornstedtia scyphifera,0.708437227929696
horsfieldia brachiata,0.6177257331473074
horsfieldia crassifolia,0.2738816138285524
horsfieldia grandis,0.565432064993837
horsfieldia irya,0.007828159398708021
horsfieldia polyspherula,0.960349982310698
horsfieldia punctatifolia,0.645712156176522
horsfieldia sucosa,0.2666336601482796
horsfieldia superba,0.23698018016152897
horsfieldia wallichii,0.5893400963362719
hoya caudata,1
hoya coriacea,0.05449052002573914
hoya coronaria,0.0004862588977967257
hoya diversifolia,0.4272996390422089
hoya lacunosa,0.0502674228398211
hoya latifolia,0.8443081835131415
hoya obtusifolia,0.008470175136337688
hoya revoluta,0.2521886441499701
hoya scortechinii,0.9871302823057725
hoya verticillata,0.6960186793798836
hoya wallichii,0.007311347112159829
huperzia carinata,0.7692040467214278
huperzia phlegmaria,0.9162456804262828
huperzia squarrosa,0.004005504796057193
hydnophytum formicarum,0.2352710122496221
hydrocotyle sibthorpioides,0.874380561701028
hydrostemma kunstleri,0.7029277034120586
hylophila mollis,0.06684305111546601
hymenachne amplexicaulis,0.2307448806832547
hymenophyllum acanthoides,9.621168172147835e-08
hymenophyllum denticulatum,0.0013119995251770471
hymenophyllum polyanthos,3.837847039092296e-05
hymenophyllum serrulatum,0.029943257547226067
hypobathrum coniferum,0.020152404157795276
hypolytrum nemorum var. proliferum,0.7834465139581758
hypserpa nitida,0.8924989660006678
iguanura geonomiformis,0.9048676761008544
ilex cymosa,0.7293802074636052
ilex latifolia,0.4690193053255422
imperata conferta,0.4576541876834248
indigofera zollingeriana,0.8615578172455792
indorouchera griffithiana,0.7166798478693835
intsia bijuga,0.450139103572101
intsia palembanica,0.6082604059401386
iodes ovalis,0.8134089280189765
iodes velutina,0.7276399105530748
ipomoea littoralis,0.0502482525806371
ipomoea marginata,0.3505467462695162
ipomoea mauritiana,0.8502096357780026
ipomoea obscura,0.2857604916164406
ipomoea pes-caprae,0.7937755895715776
ipomoea pes-tigridis,0.9681765240022024
ipomoea violacea,0.9458337147329118
irvingia malayana,0.5441285098300085
isachne kunthiana,0.41584963075474635
isachne minutula,0.2860303340375173
ischaemum magnum,0.8292451977705763
ischaemum muticum,0.611892201204794
ixonanthes icosandra,0.8153543287253966
ixonanthes reticulata,0.3548544882373751
ixora congesta,0.832719071162157
ixora grandifolia,0.6996189070193137
ixora lobbii,0.5105092128741288
ixora pendula,0.8512098585092948
ixora umbellata,0.8434274786127051
jackiopsis ornata,0.6616127117015146
jasminum elongatum,0.9604025925109062
jasminum griffithii,0.05449052002573914
justicia vasculosa,0.0388697177302777
kadsura scandens,0.9882331824430074
kandelia candel,0.9065602982245002
kibara coriacea,0.3574929079147775
kibatalia maingayi,0.9862163690271308
kleinhovia hospita,0.22223770404783538
knema communis,0.9727591893247388
knema conferta,0.8301652697615955
knema curtisii,0.7429862628430072
knema furfuracea,0.29512743750402903
knema glaucescens,0.6432558962195678
knema globularia,0.650639691299134
knema hookeriana,0.4725326471097757
knema intermedia,0.3505303375473246
knema latericia,0.9550727091442902
knema laurina,0.8235007215763014
knema malayana,0.9688860753675206
knema rubens,0.08735420067850842
koilodepas longifolium,0.35537961997192713
kokoona reflexa,0.7210562879531356
koompassia malaccensis,0.6041146250266783
kopsia singapurensis,0.731692086258518
korthalsia echinometra,0.8936309646460993
korthalsia laciniosa,0.01724154296685137
korthalsia rigida,0.045954662464533225
korthalsia rostrata,0.10716438454408903
korthalsia scortechinii,0.04583720397518759
kunstleria ridleyi,0.8674803620361975
labisia pumila,0.9671700125470885
lasia spinosa,0.7988532166358964
lasianthus appressus,0.9951533455813056
lasianthus attenuatus,0.8149464205413025
lasianthus constrictus,0.919499615511673
lasianthus cyanocarpus,0.06274054152875555
lasianthus ellipticus,0.8108394518669348
lasianthus maingayi,0.276415895472048
lasianthus ridleyi,0.5882315216499066
lasianthus stipularis,0.0017998790578507822
lasianthus tomentosus,0.7116935180420935
lecanopteris crustacea,0.07963330202320626
lecanopteris sinuosa,0.38721922745429976
lecanorchis malaccensis,0.7641456275803417
leea aequata,0.5344786576506378
leea angulata,0.6223918315456303
leea indica,0.3389764897090652
leea rubra,1
lemna tenera,0.03630198547099879
lepionurus sylvestris,0.9833499221965055
lepironia articulata,0.027845508149690782
lepisanthes fruticosa,0.8520158663930977
lepisanthes rubiginosa,0.492510685127109
lepisanthes senegalensis,0.05112807329480267
lepisorus longifolius,0.0056525975306217675
lepturus repens,0.2747190533781696
leuconotis griffithii,0.9681946064551016
licania splendens,0.038359927510307104
licuala ferruginea,0.24971335192456873
licuala spinosa,1
lijndenia laurina,0.7104656378923885
limacia scandens,0.7774732451506541
lindera lucida,0.24241205315435665
lindernia anagallis,0.013874621992053736
lindsaea borneensis,0.03756975186673028
lindsaea cultrata,0.9495164981222489
lindsaea divergens,0.8854015874707167
lindsaea doryphora,0.04467163757169392
lindsaea ensifolia,0.9774974078008334
lindsaea orbiculata,0.0022713958418597007
lindsaea parallelogramma,0.002385541669035677
lindsaea parasitica,0.9228656035260656
lindsaea walkerae,0.06854726234191003
linostoma pauciflorum,0.6278328028877774
liparis elegans,0.001995555203336776
liparis ferruginea,0.0006330703000375958
lipocarpha chinensis,0.006551475062563015
lithocarpus bennettii,0.8746433889897377
lithocarpus cantleyanus,0.20227273511757954
lithocarpus conocarpus,0.32482371472809646
lithocarpus elegans,0.7088383395245157
lithocarpus encleisocarpus,0.8715744237973166
lithocarpus ewyckii,0.6171943262550619
lithocarpus hystrix,0.092652429054276
lithocarpus lucidus,0.8607511503284748
lithocarpus sundaicus,0.0002683519421681983
lithocarpus wallichianus,0.874380561701028
litsea accedens,0.19052521894566993
litsea castanea,0.6194259197420581
litsea cordata,0.6738796980689166
litsea costalis,0.891625334284832
litsea elliptica,0.7348713922444384
litsea erectinervia,0.8823214523106137
litsea ferruginea,0.008252839768240507
litsea firma,0.9765053450114453
litsea gracilipes,0.046535809507109886
litsea grandis,0.7408925427917927
litsea lancifolia,0.7651717595333877
litsea machilifolia,0.45506154032663243
litsea myristicifolia,0.33035028254854776
litsea resinosa,0.861582958732672
litsea umbellata,0.9746374767899704
lobelia zeylanica,0.9928990446805456
loeseneriella macrantha,0.9378605343155543
lomariopsis lineata,0.8143991836685383
lophatherum gracile,0.6275608277082583
lophopetalum multinervium,0.8948933828648931
lophopetalum wightianum,0.6531170735438058
lumnitzera littorea,0.310876120361312
lumnitzera racemosa,0.7645406722908996
luvunga crassifolia,0.5347295601916826
lycopodiella cernua,0.539837359403827
lygodium flexuosum,0.580287930212429
lygodium longifolium,0.41451739214482797
lygodium microphyllum,0.9652970089225477
lygodium salicifolium,0.7557622028369478
macaranga bancana,0.9686020117834889
macaranga conifera,0.800573056964546
macaranga gigantea,0.21882034670496103
macaranga griffithiana,0.9834594638076841
macaranga heynei,0.023440727129724868
macaranga hullettii,0.5151009520581649
macaranga hypoleuca,0.07699903255902081
macaranga lowii,0.4817722463915651
macaranga recurvata,0.5269589223834749
macaranga trichocarpa,0.03562675476568642
machaerina rubiginosa,0.006827171396174212
maclurodendron porteri,0.14152878377404157
macrolenes echinulata,0.35292125285855946
macrosolen cochinchinensis,0.36236265195572176
macrosolen retusus,0.7802151181947347
madhuca decipiens,0.891625334284832
madhuca kingiana,0.431295125998442
madhuca malaccensis,0.5968686425606866
madhuca sericea,0.252158826862622
maesa ramentacea,0.675847146720963
magnolia elegans,0.5893400963362719
magnolia maingayi,0.03183530369694884
magnolia singapurensis,0.34061298439424464
magnolia villosa,0.08093429924005113
mallotus macrostachyus,0.022988822063454043
mallotus paniculatus,0.9684014222979218
mangifera caesia,0.9188624399294715
mangifera foetida,0.9024459856996206
mangifera griffithii,0.5304934678455216
mangifera magnifica,0.753560254901179
mangifera odorata,0.8159808982352682
mangifera quadrifida,0.47862547983007336
mangifera subsessilifolia,0.9962291662279237
mapania bancana,0.00603010677907576
mapania cuspidata,0.9879263185968742
mapania enodis,0.12026321226298421
mapania kurzii,0.39297719788184216
mapania palustris,0.06285840936794987
mapania squamata,0.0038288669410138543
mapania wallichii,0.04490703170922643
maranthes corymbosa,0.19249352673124664
mastixia trichotoma var. maingayi,0.7369297824354161
matthaea sancta,0.8232460735791062
medinilla crassifolia,0.0014114862553276837
megistostigma glabratum,0.24614426262002426
meiogyne virgata,0.044082762295532665
melaleuca cajuputi,0.9066417103676673
melanochyla auriculata,0.027258611715202535
melanochyla bracteata,0.0627556265229082
melanochyla caesia,0.7259310365855809
melastoma malabathricum,1
melicope glabra,0.5923434748987056
melicope hookeri,0.245252623356263
melicope latifolia,0.8976740716396544
melicope lunu-ankenda,0.3389764897090652
meliosma lanceolata,0.5178479247201078
meliosma pinnata,0.5673116263278917
meliosma simplicifolia,0.9115171763712296
melodinus orientalis,0.0882895413886449
memecylon acuminatum,0.7376506692398568
memecylon amplexicaule,0.600398385273668
memecylon caeruleum,0.4493350735647166
memecylon campanulatum,0.7870361616482804
memecylon cantleyi,0.4524274893323073
memecylon edule,1
memecylon floridum,0.19318801040800582
memecylon fruticosum,0.4643570396487552
memecylon garcinioides,0.6060484631665011
memecylon lilacinum,0.9843677107237884
memecylon minutiflorum,0.10783991056777913
memecylon oleifolium,0.07579000246058638
memecylon ovatum,0.7579879831913879
memecylon paniculatum,0.7731136358997335
memecylon pseudomegacarpum,0.06961407179311625
memecylon pubescens,0.6750329409799447
merope angulata,0.0978348272227043
merremia hederacea,0.6844339008200653
mesophlebion chlamydophorum,0.4985247096131899
mesophlebion crassifolium,0.5013179891166726
mesophlebion motleyanum,0.0001298584794530937
mesua elegans,0.229659900344703
mezzettia parviflora,0.0022390104039049217
micrechites serpyllifolius,0.8543471804058368
micrococca mercurialis,0.2507730928277389
microcos blattaefolia,0.61539203717334
microcos globulifera,0.03732160736540376
microcos hirsuta,0.5396269794196744
microdesmis caseariifolia,0.8401954459328347
microlepia speluncae,0.9206010243313426
microsaccus javensis,0.007282114279243452
microsorum punctatum,0.7064124209381588
miliusa longipes,0.0008824792416942941
millettia xylocarpia,0.05449052002573914
mischocarpus sundaicus,0.10614166509477829
mitrella kentii,0.3815020383756164
mnesithea glandulosa,0.2290198963553811
molineria capitulata,0.4229745003377967
molineria latifolia,0.5370691190213428
monocarpia marginalis,1
monogramma dareicarpa,0.007440747740276976
monoon borneense,0.6913156033735085
morella esculenta,0.19058138737841646
morinda citrifolia,1
morinda ridleyi,0.678319665073618
morinda rigida,0.9105036948326996
morinda umbellata,0.7577956191087653
mucuna gigantea,0.29134873803656275
mussaenda glabra,0.9794667873063755
mussaendopsis beccariana,0.7156343416351385
mycaranthes obliqua,0.00754721232888293
mycaranthes pannea,0.019970584972522094
myrialepis paradoxa,0.020568081091485724
myristica cinnamomea,0.4619022084455849
myristica crassa,0.7691718426905927
myristica elliptica,0.9687086201933139
myristica iners,0.0025381232102520785
myristica lowiana,0.905277562519873
myristica maingayi,0.7374251413642943
myristica maxima,0.6531170735438058
myrmecodia tuberosa,0.005154681424300779
najas indica,0.47854736282722665
nauclea officinalis,0.668500109641859
nauclea subdita,0.0246958779822721
neesia malayana,0.8057382983447415
neesia synandra,0.016256358170235286
nenga pumila var. pachystachya,0.8395061468998222
neolitsea cassia,0.5962824984752002
neoscortechinia kingii,1
neoscortechinia sumatrensis,0.37826414360776167
nepenthes ampullaria,0.3593869303012509
nepenthes gracilis,1
nepenthes rafflesiana,0.0646554475189635
nephelaphyllum pulchrum,0.2097002436732836
nephelium cuspidatum,0.7651131208291004
nephelium lappaceum,1
nephelium laurinum,0.5474813162536022
nephelium maingayi,0.733282359794529
nephelium ramboutan-ake,0.654608861485976
nephrolepis acutifolia,0.0008618696744820093
nephrolepis falcata,0.2568506004496154
nephrolepis radicans,0.09895717545797218
nervilia punctata,0.14891929685508912
neuropeltis racemosa,0.6503605731473314
neuwiedia griffithii,0.2447741847297816
neuwiedia veratrifolia,0.613442220997657
norrisia maior,0.6744081236371949
nothaphoebe umbelliflora,0.5269589223834749
nothocissus spicifera,0.6388395388688116
nymphoides indica,0.06417248240503128
nypa fruticans,1
oberonia ciliolata,0.0001004187761902659
oberonia dissitiflora,0.007255723665986917
oberonia stenophylla,0.22334109935308566
ochanostachys amentacea,0.15852761836137175
